"Splunk_Instance","Splunk_Roles",app,sharing,stanza,attribute,value,author,type,updated
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Root_Delay_for_win_timesync_status","Root_Delay_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Root_Dispersion_for_win_timesync_status","Root_Dispersion_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Server_Role_for_win_timesync_status","Server_Role_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Source_for_win_timesync_status","Source_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-State_Machine_for_win_timesync_status","State_Machine_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Stratum_for_win_timesync_status","Stratum_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Time_Source_Flags_for_win_timesync_status","Time_Source_Flags_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Time_since_Last_Good_Sync_Time_for_win_timesync_status","Time_since_Last_Good_Sync_Time_for_win_timesync_status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"Script:TimesyncStatus","REPORT-Time_zone_for_win_timesync_status","Time_zone_for_win_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:CPUTime","REPORT-report_field_extract_wmi_cputime_anomalous","field_extract_wmi_cputime_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:FreeDiskSpace","REPORT-report_field_extract_wmi_freediskspace_anomalous","field_extract_wmi_freediskspace_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:InstalledUpdates","REPORT-00Description_for_installedupdates","Description_for_installedupdates",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:LocalPhysicalDisk","REPORT-report_field_extract_name","field_extract_wmi_localphysicaldisk_name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:LocalProcesses","REPORT-rep_field_extract_wmi_localprocesses_anomalous","field_extract_wmi_localprocesses_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:Memory","REPORT-report_field_extract_wmi_memory_anomalous","field_extract_wmi_memory_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:Service","REPORT-report_field_extract_wmi_service_state_anomalous","field_extract_wmi_service_state_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:Service","REPORT-report_field_extract_wmi_service_state_full","field_extract_wmi_service_caption_description_pathname",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:Uptime","REPORT-report_field_extract_wmi_uptime_anomalous","field_extract_wmi_uptime_anomalous",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:UserAccounts","REPORT-report_field_extract_description","field_extract_wmi_useraccounts_caption_description_name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:Version","REPORT-0Caption_for_wmi_version","Caption_for_wmi_version",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Application","REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","EXTRACT-group_change_groupname","(?ms)EventCode=4756(?:\n|\r).*Group:(?:\n|\r).*Account Name:\s*(?<Group_Name>.*)(?:\n|\r).*Account Domain:\s*(?<Group_Domain>[^(?:\n|\r)]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-0vendor_privilege_for_windows_security","vendor_privilege_sv_for_windows_security,vendor_privilege_mv_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-Token_Elevation_Type_id_for_windows_security","Token_Elevation_Type_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-dest_for_windows_security","Target_Server_Name_as_dest,ComputerName_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-dest_nt_domain_for_windows_security","Target_Domain_as_dest_nt_domain,Primary_Domain_as_dest_nt_domain,Group_Domain_as_dest_nt_domain,Account_Domain_as_dest_nt_domain,New_Domain_as_dest_nt_domain,Domain_as_dest_nt_domain,User_ID_as_dest_nt_domain,Security_ID_as_dest_nt_domain,Supplied_Realm_Name_as_dest_nt_domain,Target_Account_ID_as_dest_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-dest_nt_host_for_windows_security","Target_Server_Name_as_dest_nt_host,ComputerName_as_dest_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-member_dn_for_windows_security","Member_Name_as_member_dn,Account_Name_as_member_dn",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-member_id_for_windows_security","Member_ID_as_member_id,Security_ID_as_member_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-member_nt_domain_for_windows_security","Member_ID_as_member_nt_domain,Security_ID_as_member_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-msad_actions_for_windows_security","msad_action_from_Group_Type_Change,msad_action_from_Change_Type,msad_action_from_Description1,msad_action_from_Description2,msad_action_from_Description3,msad_action_from_raw1,msad_action_from_raw2,msad_action_from_raw3,msad_action_from_raw4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-msad_attribute_changes_for_windows_security","msad_attribute_changes_from_raw1,msad_attribute_changes_from_raw2,msad_attribute_changes_from_raw3,msad_attribute_changes_from_raw4,msad_attribute_changes_from_raw5,msad_attribute_changes_from_raw6",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-privilege_id_for_windows_security","privilege_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-session_id_for_windows_security","Logon_ID_as_session_id,Client_Logon_ID_as_session_id,Caller_Logon_ID_as_session_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-src_for_windows_security","Source_Workstation_as_src,Workstation_Name_as_src,Caller_Machine_Name_as_src,Client_Machine_Name_as_src,Source_Network_Address_as_src,Client_Address_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-src_ip_for_windows_security","Source_Network_Address_as_src_ip,Client_Address_as_src_ip",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-src_nt_domain_for_windows_security","Caller_Domain_as_src_nt_domain,Client_Domain_as_src_nt_domain,Account_Domain_as_src_nt_domain,Security_ID_as_src_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-src_nt_host_for_windows_security","Source_Workstation_as_src_nt_host,Workstation_Name_as_src_nt_host,Caller_Machine_Name_as_src_nt_host,Client_Machine_Name_as_src_nt_host,Caller_Computer_Name_as_src_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-src_user_for_windows_security","Caller_User_Name_as_src_user,Client_User_Name_as_src_user,Account_Name_as_src_user,User_Name_as_src_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:Security","REPORT-user_for_windows_security","Logon_Account_as_user,Logon_account_as_user,Target_User_Name_as_user,Primary_User_Name_as_user,Target_Account_Name_as_user,New_Account_Name_as_user,Account_Name_as_user,User_Name_as_user,User_as_user,Security_ID_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-0signature_message_for_windows_system_update","signature_message_for_windows_system_update",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-bestmatch_for_windows_system","ComputerName_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-signature_for_windows_system_update","signature_for_windows_system_timesync,signature_for_windows_system_update,signature_for_windows_system_update2",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-signature_id_for_windows_system_update","signature_id_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"WMI:WinEventLog:System","REPORT-user_for_windows_system","user_for_windows_system_ias,User_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinEventLog,"REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"EXTRACT-process_for_winhostmon","Type=Process.*?Name=""(?<process>[^""}}\{\{]+)""",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"EXTRACT-service_for_winhostmon","DisplayName=""(?<service>[^""}}\{\{]+)""",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"REPORT-Path_for_WinHostMon_service","Path_for_WinHostMon_service",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"REPORT-Processor_Id_for_WinHostMon_processor","Processor_Id_for_WinHostMon_processor",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinHostMon,"REPORT-System_Type_for_WinHostMon_computer","System_Type_for_WinHostMon_computer",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinRegistry,"REPORT-object_for_WinRegistry","object_as_registry_key_for_WinRegistry,object_as_registry_value_for_WinRegistry",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinRegistry,"REPORT-registry_path_parser","registry_key_for_WinRegistry,registry_key-registry_value_for_WinRegistry",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinRegistry,"REPORT-registry_value_data","registry_value_data_for_WinRegistry",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinRegistry,"REPORT-user_for_WinRegistry","user_for_WinRegistry",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WinRegistry,"REPORT-vendor_status_msg_for_WinRegistry","vendor_status_msg_for_WinRegistry",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,"REPORT-0signature_message_for_windowsupdatelog","signature_message_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,"REPORT-1signature_for_windowsupdatelog","signature_for_windowsupdatelog,signature_for_windowsupdatelog_restartrequired,signature_for_windowsupdatelog_signature_message",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,"REPORT-pid-tid-component_for_windowsupdatelog","pid-tid-component_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,WindowsUpdateLog,"REPORT-signature_id_for_windowsupdatelog","signature_id_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-0xml_block_extract","system_xml_block,eventdata_xml_block,userdata_xml_block,debugdata_xml_block,renderinginfo_xml_block",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-0xml_kv_extract","system_props_xml_kv,system_props_xml_attributes,eventdata_xml_data,rendering_info_xml_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-EventCode_from_xml","EventID_as_EventCode,EventID2_as_EventCode",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-RecordNumber_from_xml","EventRecordID_as_RecordNumber",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-Sub_Status_from_xml","SubStatus_as_Sub_Status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,XmlWinEventLog,"REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"fs_notification","REPORT-object_object_path_for_fs_notification","object_object_path_for_fs_notification",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"fs_notification","REPORT-vendor_object_category_for_fs_notification","vendor_object_category_for_fs_notification",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::(WMI:WinEventLog|WinEventLog)...","REPORT-0MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WMI...","REPORT-0MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-0process_id_for_windows_security","(?s)Application Information:.*?Process ID:\s+(?<process_id>\S+).*?(?:(?:\r*\n){2})",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-1IpAddress_for_windows_security_from_xml","\<Data Name\=[}}\{\{'""]IpAddress['}}\{\{""]\>(?!\:\:1)(?!127\.0\.0\.1)(?<src_ip>[^\<]+)\<\/Data\>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-dest_port_for_windows_security","(?s)Network Information:.*?Destination Port:\s+(?<dest_port>\S+).*?(?:(?:\r*\n){2})",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-dest_port_for_windows_security_from_xml","<Data Name='DestPort'>(?<dest_port>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-group_change_groupname","(?ms)EventCode=4756(?:\n|\r).*Group:(?:\n|\r).*Security ID:\s*(?<Group_Domain>.*)\\(?<Group_Name>[^(?:\n|\r)]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-object_attrs_for_windows_security","Rule Name:\s+(?<object_attrs>[^$]+)$",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-object_attrs_for_windows_security_from_xml","<Data Name='RuleName'>(?<object_attrs>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-process_for_windows_security","(?s)Application Information:.*?Process Name:\s+(?<process>\S+).*?(?:(?:\r*\n){2})",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-process_for_windows_security_from_xml","<Data Name='ProcessName'>(?<process>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-process_id_for_windows_security","(?s)Process Information:.*?Process ID:\s+(?<process_id>\S+).*?(?:(?:\r*\n){2})",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","EXTRACT-process_id_for_windows_security_from_xml","<Execution ProcessID='(?<process_id>\d+)'",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-0privilege_for_windows_security_xml","PrivilegeList_as_vendor_privilege",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-0vendor_privilege_for_windows_security","vendor_privilege_sv_for_windows_security,vendor_privilege_mv_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Caller_Domain_from_xml","SubjectDomainName_as_Caller_Domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Caller_User_Name_from_xml","SubjectUserName_as_Caller_User_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Logon_ID_from_xml","SubjectLogonId_as_Logon_ID",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Logon_Type_from_xml","LogonType_as_Logon_Type",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Source_Port_from_xml","IpPort_as_Source_Port",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Source_Workstation_from_xml","Workstation_as_Source_Workstation,WorkstationName_as_Source_Workstation,IpAddress_as_Source_Workstation",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Target_Domain_from_xml","TargetDomainName_as_Target_Domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Target_Server_Name_from_xml","TargetServerName_as_Target_Server_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Target_User_Name_from_xml","TargetUserName_as_Target_User_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Token_Elevation_Type_from_xml","TokenElevationType_as_Token_Elevation_Type",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-Token_Elevation_Type_id_for_windows_security","Token_Elevation_Type_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-dest_for_windows_security","Target_Server_Name_as_dest,ComputerName_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-dest_for_windows_xml_security","Target_Server_Name_as_dest,Computer_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-dest_nt_domain_for_windows_security","Target_Domain_as_dest_nt_domain,Primary_Domain_as_dest_nt_domain,Group_Domain_as_dest_nt_domain,Account_Domain_as_dest_nt_domain,New_Domain_as_dest_nt_domain,Domain_as_dest_nt_domain,User_ID_as_dest_nt_domain,Security_ID_as_dest_nt_domain,Supplied_Realm_Name_as_dest_nt_domain,Target_Account_ID_as_dest_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-dest_nt_host_for_windows_security","Target_Server_Name_as_dest_nt_host,ComputerName_as_dest_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-member_dn_for_windows_security","Member_Name_as_member_dn,Account_Name_as_member_dn",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-member_id_for_windows_security","Member_ID_as_member_id,Security_ID_as_member_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-member_nt_domain_for_windows_security","Member_ID_as_member_nt_domain,Security_ID_as_member_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-msad_actions_for_windows_security","msad_action_from_Group_Type_Change,msad_action_from_Change_Type,msad_action_from_Description1,msad_action_from_Description2,msad_action_from_Description3,msad_action_from_raw1,msad_action_from_raw2,msad_action_from_raw3,msad_action_from_raw4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-msad_attribute_changes_for_windows_security","msad_attribute_changes_from_raw1,msad_attribute_changes_from_raw2,msad_attribute_changes_from_raw3,msad_attribute_changes_from_raw4,msad_attribute_changes_from_raw5,msad_attribute_changes_from_raw6",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-privilege_id_for_windows_security","privilege_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-session_id_for_windows_security","Logon_ID_as_session_id,Client_Logon_ID_as_session_id,Caller_Logon_ID_as_session_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-src_for_windows_security","Source_Workstation_as_src,Workstation_Name_as_src,Caller_Machine_Name_as_src,Client_Machine_Name_as_src,Source_Network_Address_as_src,Client_Address_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-src_ip_for_windows_security","Source_Network_Address_as_src_ip,Client_Address_as_src_ip",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-src_nt_domain_for_windows_security","Caller_Domain_as_src_nt_domain,Client_Domain_as_src_nt_domain,Account_Domain_as_src_nt_domain,Security_ID_as_src_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-src_nt_host_for_windows_security","Source_Workstation_as_src_nt_host,Workstation_Name_as_src_nt_host,Caller_Machine_Name_as_src_nt_host,Client_Machine_Name_as_src_nt_host,Caller_Computer_Name_as_src_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-src_user_for_windows_security","Caller_User_Name_as_src_user,Client_User_Name_as_src_user,Account_Name_as_src_user,User_Name_as_src_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
